BRNHL,33.975321,-117.326941
BOYHL,33.973549,-117.324876
INTN,33.97534,-117.330391
INTS,33.974805,-117.330355
CHUNG,33.975301,-117.32594
HMNSS,33.972933,-117.330827
LFSC,33.97238,-117.326591
MSE,33.976253,-117.328177
OLMH,33.97137,-117.327933
PHY,33.974472,-117.32541
PRCE,33.974061,-117.327406
SPR,33.972761,-117.329758
SURGE,33.975375,-117.328873
SPTH,33.972704,-117.326603
UV_THEATRE,33.972609,-117.327409
UNLH,33.975723,-117.328429
WAT,33.972582,-117.329021
